activity,NOSE_x,NOSE_y,NOSE_z,NOSE_v,LEFT_EYE_INNER_x,LEFT_EYE_INNER_y,LEFT_EYE_INNER_z,LEFT_EYE_INNER_v,LEFT_EYE_x,LEFT_EYE_y,LEFT_EYE_z,LEFT_EYE_v,LEFT_EYE_OUTER_x,LEFT_EYE_OUTER_y,LEFT_EYE_OUTER_z,LEFT_EYE_OUTER_v,RIGHT_EYE_INNER_x,RIGHT_EYE_INNER_y,RIGHT_EYE_INNER_z,RIGHT_EYE_INNER_v,RIGHT_EYE_x,RIGHT_EYE_y,RIGHT_EYE_z,RIGHT_EYE_v,RIGHT_EYE_OUTER_x,RIGHT_EYE_OUTER_y,RIGHT_EYE_OUTER_z,RIGHT_EYE_OUTER_v,LEFT_EAR_x,LEFT_EAR_y,LEFT_EAR_z,LEFT_EAR_v,RIGHT_EAR_x,RIGHT_EAR_y,RIGHT_EAR_z,RIGHT_EAR_v,MOUTH_LEFT_x,MOUTH_LEFT_y,MOUTH_LEFT_z,MOUTH_LEFT_v,MOUTH_RIGHT_x,MOUTH_RIGHT_y,MOUTH_RIGHT_z,MOUTH_RIGHT_v,LEFT_SHOULDER_x,LEFT_SHOULDER_y,LEFT_SHOULDER_z,LEFT_SHOULDER_v,RIGHT_SHOULDER_x,RIGHT_SHOULDER_y,RIGHT_SHOULDER_z,RIGHT_SHOULDER_v,LEFT_ELBOW_x,LEFT_ELBOW_y,LEFT_ELBOW_z,LEFT_ELBOW_v,RIGHT_ELBOW_x,RIGHT_ELBOW_y,RIGHT_ELBOW_z,RIGHT_ELBOW_v,LEFT_WRIST_x,LEFT_WRIST_y,LEFT_WRIST_z,LEFT_WRIST_v,RIGHT_WRIST_x,RIGHT_WRIST_y,RIGHT_WRIST_z,RIGHT_WRIST_v,LEFT_PINKY_x,LEFT_PINKY_y,LEFT_PINKY_z,LEFT_PINKY_v,RIGHT_PINKY_x,RIGHT_PINKY_y,RIGHT_PINKY_z,RIGHT_PINKY_v,LEFT_INDEX_x,LEFT_INDEX_y,LEFT_INDEX_z,LEFT_INDEX_v,RIGHT_INDEX_x,RIGHT_INDEX_y,RIGHT_INDEX_z,RIGHT_INDEX_v,LEFT_THUMB_x,LEFT_THUMB_y,LEFT_THUMB_z,LEFT_THUMB_v,RIGHT_THUMB_x,RIGHT_THUMB_y,RIGHT_THUMB_z,RIGHT_THUMB_v,LEFT_HIP_x,LEFT_HIP_y,LEFT_HIP_z,LEFT_HIP_v,RIGHT_HIP_x,RIGHT_HIP_y,RIGHT_HIP_z,RIGHT_HIP_v,LEFT_KNEE_x,LEFT_KNEE_y,LEFT_KNEE_z,LEFT_KNEE_v,RIGHT_KNEE_x,RIGHT_KNEE_y,RIGHT_KNEE_z,RIGHT_KNEE_v,LEFT_ANKLE_x,LEFT_ANKLE_y,LEFT_ANKLE_z,LEFT_ANKLE_v,RIGHT_ANKLE_x,RIGHT_ANKLE_y,RIGHT_ANKLE_z,RIGHT_ANKLE_v,LEFT_HEEL_x,LEFT_HEEL_y,LEFT_HEEL_z,LEFT_HEEL_v,RIGHT_HEEL_x,RIGHT_HEEL_y,RIGHT_HEEL_z,RIGHT_HEEL_v,LEFT_FOOT_INDEX_x,LEFT_FOOT_INDEX_y,LEFT_FOOT_INDEX_z,LEFT_FOOT_INDEX_v,RIGHT_FOOT_INDEX_x,RIGHT_FOOT_INDEX_y,RIGHT_FOOT_INDEX_z,RIGHT_FOOT_INDEX_v
caminar,0.30177241563796997,0.47783395648002625,-0.20054814219474792,0.9999821186065674,0.29594850540161133,0.47146686911582947,-0.19146312773227692,0.9999282360076904,0.2960119843482971,0.4680590331554413,-0.19146572053432465,0.9999306201934814,0.2961502969264984,0.4637952744960785,-0.19145062565803528,0.9999250173568726,0.29622942209243774,0.48391351103782654,-0.19075265526771545,0.9999172687530518,0.2965923845767975,0.4890423119068146,-0.190762460231781,0.9999117851257324,0.2971261739730835,0.4932929277420044,-0.1907547414302826,0.9998921155929565,0.29902738332748413,0.4575454592704773,-0.1249362900853157,0.9997931122779846,0.3009096384048462,0.49801167845726013,-0.12296133488416672,0.9997478127479553,0.3084660768508911,0.47033587098121643,-0.1751686930656433,0.9999628067016602,0.3092106580734253,0.4845699071884155,-0.1745547354221344,0.9999488592147827,0.3372190594673157,0.42599648237228394,-0.07456860691308975,0.9999617338180542,0.3370814919471741,0.5231252908706665,-0.07563479244709015,0.9999113082885742,0.3816467225551605,0.4205487370491028,-0.041658658534288406,0.9910287261009216,0.3793187141418457,0.5368701815605164,-0.04596303030848503,0.9803597331047058,0.4188653230667114,0.4231036305427551,-0.10424528270959854,0.990145206451416,0.4170810878276825,0.5349284410476685,-0.09544141590595245,0.9617137908935547,0.4306296706199646,0.4207315742969513,-0.1233651340007782,0.9745294451713562,0.430049866437912,0.5382543802261353,-0.11423216760158539,0.9271633625030518,0.4299117624759674,0.4284084141254425,-0.14428384602069855,0.976495623588562,0.4293695092201233,0.5332247614860535,-0.1307089626789093,0.9296294450759888,0.4260636568069458,0.4313862919807434,-0.11349935084581375,0.9701416492462158,0.42471420764923096,0.5305169820785522,-0.10327804088592529,0.917777955532074,0.4207603335380554,0.45003142952919006,0.005678281653672457,0.9995748400688171,0.4208274185657501,0.5075370669364929,-0.005744096823036671,0.9996092915534973,0.4835253357887268,0.45637279748916626,0.02338799089193344,0.9797981977462769,0.48066961765289307,0.5007884502410889,0.006417011842131615,0.9908308982849121,0.5371201038360596,0.4582742750644684,0.12676690518856049,0.9789961576461792,0.5372955799102783,0.5062264204025269,0.11343147605657578,0.9840965270996094,0.5450131297111511,0.46507036685943604,0.1330839842557907,0.9119160175323486,0.5436708927154541,0.5044243335723877,0.12018343061208725,0.8178972601890564,0.5556754469871521,0.43787819147109985,0.05964404717087746,0.9744201898574829,0.5545022487640381,0.511646568775177,0.04332974925637245,0.9733321666717529
caminar,0.3047013282775879,0.4753515124320984,-0.19811157882213593,0.9999862909317017,0.2990614175796509,0.46890780329704285,-0.18917565047740936,0.9999431371688843,0.2991006076335907,0.4653175473213196,-0.18918336927890778,0.9999459981918335,0.2990829348564148,0.46180251240730286,-0.18917150795459747,0.9999423027038574,0.29918453097343445,0.4819582402706146,-0.18873287737369537,0.9999316930770874,0.299326628446579,0.4869495630264282,-0.18874229490756989,0.9999270439147949,0.29952526092529297,0.49088218808174133,-0.18873444199562073,0.9999103546142578,0.30145081877708435,0.45608949661254883,-0.1230705976486206,0.9998513460159302,0.30227768421173096,0.4964154362678528,-0.12185295671224594,0.9997884631156921,0.31121474504470825,0.46789130568504333,-0.17264927923679352,0.9999737739562988,0.3121625781059265,0.48295164108276367,-0.1723201870918274,0.999962329864502,0.3383926749229431,0.4260294735431671,-0.07362572848796844,0.999975323677063,0.3379294276237488,0.5208865404129028,-0.07269666343927383,0.9999186992645264,0.3831164240837097,0.42197614908218384,-0.042226895689964294,0.9931499361991882,0.38008034229278564,0.5344605445861816,-0.042938232421875,0.9811322093009949,0.420881062746048,0.4264010488986969,-0.10489389300346375,0.992711067199707,0.41822901368141174,0.532964825630188,-0.09419746696949005,0.9663437604904175,0.43276992440223694,0.4242587983608246,-0.12429749220609665,0.9804850816726685,0.4316138029098511,0.5362323522567749,-0.11321640759706497,0.9368258118629456,0.4320509731769562,0.4324186444282532,-0.14488975703716278,0.9819228053092957,0.4310557544231415,0.5305021405220032,-0.13029208779335022,0.9390156269073486,0.42825496196746826,0.4354361891746521,-0.11389240622520447,0.9764440059661865,0.426317423582077,0.5276699662208557,-0.10219716280698776,0.927251935005188,0.4218086898326874,0.4517477750778198,0.0037596742622554302,0.9994775652885437,0.4214249849319458,0.5070273876190186,-0.0038188048638403416,0.999495267868042,0.48535212874412537,0.4562147855758667,0.01539771817624569,0.9840387105941772,0.4823501408100128,0.49966511130332947,0.003956299740821123,0.9912420511245728,0.5392005443572998,0.45577454566955566,0.11401749402284622,0.9811811447143555,0.5390586853027344,0.5032526850700378,0.10455986857414246,0.9849177002906799,0.5467069149017334,0.4621276259422302,0.11963992565870285,0.9049900770187378,0.5457612872123718,0.5021096467971802,0.11040040850639343,0.8222682476043701,0.5569756627082825,0.43951547145843506,0.0452595092356205,0.9766287207603455,0.554987907409668,0.5072816014289856,0.03339352458715439,0.9750620722770691
caminar,0.3042968511581421,0.4756540358066559,-0.191847562789917,0.9999818801879883,0.29796868562698364,0.46840837597846985,-0.18344126641750336,0.9999268054962158,0.2979769706726074,0.4647436738014221,-0.18343950808048248,0.9999294281005859,0.29814499616622925,0.46051663160324097,-0.1834188550710678,0.9999195337295532,0.29847452044487,0.481502890586853,-0.18262813985347748,0.9999145269393921,0.2988561987876892,0.48657742142677307,-0.18263636529445648,0.9999122619628906,0.29935741424560547,0.49079611897468567,-0.18263337016105652,0.9998948574066162,0.30150502920150757,0.4542972445487976,-0.11949300020933151,0.9997764229774475,0.30294954776763916,0.49557211995124817,-0.11734650284051895,0.9997486472129822,0.3110622465610504,0.46791619062423706,-0.1672334522008896,0.9999548196792603,0.31178319454193115,0.4833567440509796,-0.1665576547384262,0.9999431371688843,0.34016114473342896,0.42382392287254333,-0.07210832089185715,0.9999493360519409,0.33894073963165283,0.5195149183273315,-0.07087934762239456,0.99991774559021,0.38453423976898193,0.418700248003006,-0.0403137132525444,0.987113356590271,0.38191482424736023,0.5312192440032959,-0.041161637753248215,0.9809826016426086,0.42074650526046753,0.42027267813682556,-0.10162141919136047,0.9851890802383423,0.4191538095474243,0.5304773449897766,-0.08974175900220871,0.9661957621574402,0.4328775107860565,0.4183703660964966,-0.12035971134901047,0.9645914435386658,0.43247801065444946,0.5346289277076721,-0.10764873772859573,0.9348825812339783,0.43209803104400635,0.4235462248325348,-0.14032723009586334,0.9670884013175964,0.43145397305488586,0.5274664163589478,-0.12416099011898041,0.9366433620452881,0.4281097948551178,0.42647963762283325,-0.11065109074115753,0.9601180553436279,0.426349014043808,0.5246791839599609,-0.09746365249156952,0.9260546565055847,0.4239206314086914,0.44883590936660767,0.0015355789801105857,0.9996064305305481,0.42365068197250366,0.5062493085861206,-0.0016061731148511171,0.9996232986450195,0.48484334349632263,0.4515077471733093,0.01764114387333393,0.9752565622329712,0.4840226173400879,0.5071557760238647,0.0146107766777277,0.9868969321250916,0.5397263169288635,0.45385733246803284,0.12163835018873215,0.9745686054229736,0.53782057762146,0.5078610777854919,0.12314721941947937,0.9795488119125366,0.5481569766998291,0.4619598984718323,0.12824513018131256,0.9073021411895752,0.5454870462417603,0.5058473348617554,0.13030990958213806,0.819793701171875,0.5561090707778931,0.43772953748703003,0.057811882346868515,0.9706476926803589,0.5540681481361389,0.5135883688926697,0.0575382336974144,0.9686702489852905
caminar,0.3038812279701233,0.4592423737049103,-0.2318309098482132,0.9999676942825317,0.29794150590896606,0.4531567692756653,-0.2251092940568924,0.9998676776885986,0.2978364825248718,0.44919824600219727,-0.22508573532104492,0.9998750686645508,0.29781821370124817,0.44538620114326477,-0.2250755876302719,0.999862790107727,0.29871073365211487,0.46608707308769226,-0.224134162068367,0.9998592138290405,0.2990579605102539,0.4701242446899414,-0.22415529191493988,0.9998548030853271,0.29942891001701355,0.4738462269306183,-0.22414138913154602,0.9998239874839783,0.30045515298843384,0.43946367502212524,-0.16184726357460022,0.9996339082717896,0.3030058443546295,0.4781903922557831,-0.158582404255867,0.9995703101158142,0.31027093529701233,0.45135238766670227,-0.2066636085510254,0.9999215602874756,0.31060826778411865,0.46608594059944153,-0.20560778677463531,0.999894380569458,0.33958232402801514,0.4061338007450104,-0.11056949943304062,0.9999483823776245,0.3380696475505829,0.5047579407691956,-0.10468149930238724,0.999896764755249,0.3867621421813965,0.4015715718269348,-0.07490827143192291,0.991943359375,0.3806353807449341,0.5220770239830017,-0.07217556983232498,0.9875068664550781,0.4227278530597687,0.40815818309783936,-0.13178297877311707,0.9918212890625,0.41931772232055664,0.5262205600738525,-0.11193137615919113,0.97461998462677,0.43538570404052734,0.40642979741096497,-0.15108761191368103,0.9771623015403748,0.43378734588623047,0.5321193337440491,-0.12748926877975464,0.9445551037788391,0.4347979724407196,0.4138028919696808,-0.17009054124355316,0.97897869348526,0.4330126643180847,0.5264554619789124,-0.1431322693824768,0.9462127089500427,0.43134525418281555,0.4167705774307251,-0.1403147131204605,0.9742722511291504,0.428194522857666,0.522450864315033,-0.11910121887922287,0.9395787715911865,0.42408257722854614,0.43604812026023865,-0.0005377179477363825,0.999302864074707,0.42379143834114075,0.494438499212265,0.0004504671960603446,0.9994937181472778,0.48563411831855774,0.44478359818458557,0.02940109744668007,0.9422645568847656,0.48319628834724426,0.49499544501304626,0.028224611654877663,0.9630545973777771,0.5389032363891602,0.4543204605579376,0.13334320485591888,0.9403075575828552,0.5373775959014893,0.5006388425827026,0.1397152841091156,0.948329746723175,0.5452477335929871,0.46106645464897156,0.14039424061775208,0.850546658039093,0.5436452627182007,0.5002262592315674,0.1476476639509201,0.7361937165260315,0.5560251474380493,0.43686145544052124,0.07425878942012787,0.9345664978027344,0.5544425249099731,0.5089126229286194,0.07827714830636978,0.9248236417770386
caminar,0.30474328994750977,0.4644204080104828,-0.2237449437379837,0.9998948574066162,0.29846447706222534,0.4576346278190613,-0.21639437973499298,0.9995155334472656,0.29828542470932007,0.45351749658584595,-0.21639801561832428,0.999560534954071,0.2981431186199188,0.44943445920944214,-0.216392382979393,0.9995192289352417,0.29925620555877686,0.47051775455474854,-0.21614815294742584,0.9994988441467285,0.2995753288269043,0.4747297465801239,-0.21616528928279877,0.9994934797286987,0.29985442757606506,0.47858762741088867,-0.21617408096790314,0.9993966817855835,0.30029213428497314,0.4427436590194702,-0.14802922308444977,0.9987485408782959,0.30230391025543213,0.48269620537757874,-0.14744624495506287,0.9985565543174744,0.31128692626953125,0.4569340944290161,-0.19609536230564117,0.9997498393058777,0.31162410974502563,0.4710094630718231,-0.19590558111667633,0.9996641874313354,0.3367897868156433,0.4103853702545166,-0.09195563197135925,0.9999234676361084,0.3370201885700226,0.5109621286392212,-0.09158302843570709,0.999873161315918,0.3836151659488678,0.40240341424942017,-0.056269578635692596,0.9868796467781067,0.3809947967529297,0.5231984853744507,-0.058864664286375046,0.9802231788635254,0.42059147357940674,0.4087643027305603,-0.12198055535554886,0.9864028096199036,0.4214295744895935,0.5279722213745117,-0.11325549334287643,0.9698528051376343,0.43274304270744324,0.4075700342655182,-0.14293217658996582,0.9677022099494934,0.43428391218185425,0.5338665246963501,-0.13258513808250427,0.9434476494789124,0.4318016469478607,0.4135919213294983,-0.163418710231781,0.9703742861747742,0.43387502431869507,0.529024064540863,-0.1510341316461563,0.9459469318389893,0.4287550151348114,0.41646087169647217,-0.13131922483444214,0.9636388421058655,0.4298391342163086,0.5257434844970703,-0.12179162353277206,0.935567319393158,0.42593032121658325,0.4381164014339447,0.0002685323706828058,0.998664379119873,0.42549049854278564,0.49532854557037354,-0.0003198074409738183,0.9990179538726807,0.483514666557312,0.45098549127578735,0.04085424914956093,0.9413341283798218,0.4800678789615631,0.49215245246887207,0.032168254256248474,0.9635377526283264,0.5367276072502136,0.4564250111579895,0.14985458552837372,0.9312610626220703,0.5383713245391846,0.4951331317424774,0.14649680256843567,0.9427552819252014,0.5443218946456909,0.46149036288261414,0.1573082059621811,0.8215520977973938,0.5462688207626343,0.49439001083374023,0.1544385850429535,0.7365366816520691,0.5535673499107361,0.44496017694473267,0.08885990083217621,0.9340877532958984,0.5603795647621155,0.4957560896873474,0.08178338408470154,0.9258604049682617
caminar,0.2933819591999054,0.49507614970207214,-0.24234117567539215,0.9999823570251465,0.2863445281982422,0.48846447467803955,-0.23285360634326935,0.9999244213104248,0.2861045002937317,0.4840599298477173,-0.2328328937292099,0.9999241828918457,0.2859765887260437,0.47916412353515625,-0.2328043282032013,0.999909520149231,0.2870953381061554,0.5022157430648804,-0.23333396017551422,0.9999291896820068,0.2874869704246521,0.5074518918991089,-0.2333647608757019,0.9999264478683472,0.2879149615764618,0.5122445225715637,-0.23337817192077637,0.9999183416366577,0.2881675362586975,0.4723505675792694,-0.15926872193813324,0.999783456325531,0.29090386629104614,0.5176118612289429,-0.16317270696163177,0.9997983574867249,0.30077695846557617,0.4867570698261261,-0.21355946362018585,0.9999548196792603,0.30229252576828003,0.5025819540023804,-0.21460513770580292,0.9999572038650513,0.3288135826587677,0.43692320585250854,-0.09997767955064774,0.9999394416809082,0.3331556022167206,0.541928768157959,-0.10674319416284561,0.9999486207962036,0.37791040539741516,0.42477673292160034,-0.06367366015911102,0.9866689443588257,0.3820192515850067,0.5544025897979736,-0.0754019096493721,0.9859929084777832,0.41863375902175903,0.41981637477874756,-0.12765556573867798,0.9876132011413574,0.4212045669555664,0.5550172924995422,-0.12391921877861023,0.9697562456130981,0.4317881464958191,0.41520220041275024,-0.14532743394374847,0.9708295464515686,0.43573564291000366,0.5581005215644836,-0.14265872538089752,0.9393552541732788,0.43192407488822937,0.4205144941806793,-0.16707471013069153,0.972820520401001,0.43465179204940796,0.5513737201690674,-0.1581142693758011,0.9423477053642273,0.4273870587348938,0.4247148633003235,-0.1371048092842102,0.9671077132225037,0.42945724725723267,0.548494815826416,-0.13105346262454987,0.9331807494163513,0.41944795846939087,0.45332589745521545,0.004546592943370342,0.999245285987854,0.4204878509044647,0.515285313129425,-0.004615801852196455,0.9998179078102112,0.4812348186969757,0.45073360204696655,0.06342995166778564,0.973070502281189,0.48381274938583374,0.5079427361488342,-0.013755247928202152,0.9908361434936523,0.5235991477966309,0.4563120901584625,0.23323418200016022,0.966586172580719,0.5426901578903198,0.5019190311431885,0.09515713155269623,0.9870169758796692,0.5283928513526917,0.46262338757514954,0.24691620469093323,0.8728444576263428,0.54888516664505,0.49766048789024353,0.10184197872877121,0.8656143546104431,0.5483723878860474,0.44181591272354126,0.18146732449531555,0.9663531184196472,0.5660406351089478,0.4978916347026825,0.017350951209664345,0.9776027798652649
caminar,0.2892799973487854,0.49689245223999023,-0.25502490997314453,0.999991774559021,0.2822510898113251,0.49025917053222656,-0.2445160448551178,0.9999691247940063,0.28217852115631104,0.4851877987384796,-0.24452060461044312,0.9999728202819824,0.2822011411190033,0.4803674817085266,-0.2445269674062729,0.9999697208404541,0.2825984060764313,0.504439651966095,-0.24621136486530304,0.9999592304229736,0.28277865052223206,0.509769082069397,-0.24623236060142517,0.9999620914459229,0.2830829322338104,0.5151693224906921,-0.2462206929922104,0.9999551773071289,0.28425148129463196,0.47428098320961,-0.1665259748697281,0.9999386072158813,0.2857911288738251,0.5224195122718811,-0.17458857595920563,0.9999219179153442,0.2971198260784149,0.4894774258136749,-0.22428764402866364,0.9999876022338867,0.2980114817619324,0.5059375762939453,-0.2266632467508316,0.9999829530715942,0.32627493143081665,0.43933025002479553,-0.10773355513811111,0.9999885559082031,0.3285144865512848,0.5526075959205627,-0.11059582233428955,0.9999270439147949,0.37753885984420776,0.42827096581459045,-0.06998414546251297,0.9915003776550293,0.3797359764575958,0.5643488168716431,-0.07756374776363373,0.985765814781189,0.4178001582622528,0.42164793610572815,-0.1424182951450348,0.9886279702186584,0.41976407170295715,0.56651371717453,-0.13819728791713715,0.9769381284713745,0.4317750334739685,0.4173652231693268,-0.1642925888299942,0.9737555384635925,0.4345940351486206,0.5693858861923218,-0.16042740643024445,0.9532595872879028,0.43222030997276306,0.4234287738800049,-0.18870025873184204,0.9757762551307678,0.4339396059513092,0.5615499019622803,-0.1814160943031311,0.9561190605163574,0.42711764574050903,0.42762091755867004,-0.15346261858940125,0.9711964130401611,0.42850828170776367,0.5581595301628113,-0.14777885377407074,0.9496303200721741,0.417828232049942,0.4613496959209442,-0.0056444862857460976,0.9996846914291382,0.4208008348941803,0.5248098373413086,0.005554600153118372,0.9993997812271118,0.4926244914531708,0.4687914252281189,-0.000873607408721,0.9822300672531128,0.49147987365722656,0.5081870555877686,0.02712722308933735,0.959693193435669,0.5594479441642761,0.46199139952659607,0.11138398200273514,0.9767293930053711,0.5509512424468994,0.4937392771244049,0.15040908753871918,0.949367105960846,0.5670846104621887,0.4590131640434265,0.11717665195465088,0.7538888454437256,0.5588512420654297,0.4875408709049225,0.15821093320846558,0.7103931307792664,0.580466628074646,0.46112924814224243,0.026914287358522415,0.9659398198127747,0.5750094056129456,0.4965610206127167,0.0764504224061966,0.9484773874282837
caminar,0.280830442905426,0.4823703467845917,-0.2735896706581116,0.9999897480010986,0.2727200388908386,0.47400549054145813,-0.26221635937690735,0.9999645948410034,0.27272865176200867,0.4690883159637451,-0.26222389936447144,0.9999687671661377,0.2727987468242645,0.46434906125068665,-0.262233167886734,0.9999663829803467,0.27323585748672485,0.4906676709651947,-0.26333150267601013,0.9999532699584961,0.2737010419368744,0.49616241455078125,-0.26335960626602173,0.9999505281448364,0.2743546664714813,0.5010825991630554,-0.26336023211479187,0.999936580657959,0.2762156128883362,0.45635226368904114,-0.17871414124965668,0.9999217987060547,0.27851787209510803,0.5069957971572876,-0.18521420657634735,0.999880313873291,0.2895590662956238,0.471780389547348,-0.2410717010498047,0.9999845027923584,0.29070132970809937,0.49097102880477905,-0.24298211932182312,0.9999738931655884,0.3263269066810608,0.4172494411468506,-0.12076174467802048,0.9999861717224121,0.32312917709350586,0.5387134552001953,-0.12283171713352203,0.999920129776001,0.38255009055137634,0.40749040246009827,-0.0852898508310318,0.9913628101348877,0.3770746886730194,0.5573490262031555,-0.08968273550271988,0.9802286028862,0.4293031394481659,0.4056713581085205,-0.1587413102388382,0.9859744906425476,0.4231400191783905,0.566196084022522,-0.15097622573375702,0.9484655857086182,0.4449457824230194,0.40058633685112,-0.181181862950325,0.9672874808311462,0.4403549134731293,0.570041298866272,-0.17237041890621185,0.9011430144309998,0.44466617703437805,0.4056234359741211,-0.20655253529548645,0.9703245162963867,0.43963971734046936,0.5649824142456055,-0.19560834765434265,0.9047641158103943,0.440049946308136,0.4105250835418701,-0.1699390858411789,0.9649403095245361,0.4332004189491272,0.5616934299468994,-0.1615074723958969,0.8939679265022278,0.4272230267524719,0.44786980748176575,-0.0022201703395694494,0.9998319149017334,0.4262317717075348,0.5171751976013184,0.0021884902380406857,0.9995768666267395,0.5065767168998718,0.4620620608329773,-0.010564355179667473,0.9743255972862244,0.5012701153755188,0.5089058876037598,0.03352009877562523,0.9546078443527222,0.5764592885971069,0.47281205654144287,0.11217156797647476,0.9580470323562622,0.5521305203437805,0.5038453340530396,0.22959047555923462,0.8601568937301636,0.5854097008705139,0.47819632291793823,0.11940962821245193,0.8214374780654907,0.5572972893714905,0.502487301826477,0.24540545046329498,0.545664370059967,0.5986141562461853,0.465738445520401,0.030585000291466713,0.9487593770027161,0.5778995752334595,0.5022725462913513,0.17384622991085052,0.862617552280426
caminar,0.2718468904495239,0.48474669456481934,-0.20725278556346893,0.9999841451644897,0.263934463262558,0.4753967821598053,-0.1949550211429596,0.9999430179595947,0.26397812366485596,0.470018208026886,-0.19498945772647858,0.999941349029541,0.2639605402946472,0.46504276990890503,-0.19498449563980103,0.9999375343322754,0.2645033001899719,0.4930706322193146,-0.1949760466814041,0.9999382495880127,0.26477715373039246,0.49911555647850037,-0.19498197734355927,0.9999321699142456,0.265205055475235,0.504673421382904,-0.19499540328979492,0.9999253749847412,0.26758843660354614,0.45569515228271484,-0.11432058364152908,0.9998809099197388,0.2697046399116516,0.5104517340660095,-0.11519615352153778,0.9998672008514404,0.2814580798149109,0.4729407727718353,-0.1765909343957901,0.9999805688858032,0.28246429562568665,0.4942988157272339,-0.1767321676015854,0.999975323677063,0.3175354301929474,0.4130673408508301,-0.06930344551801682,0.999970555305481,0.3198910653591156,0.5447930097579956,-0.06086340174078941,0.9999282360076904,0.37333208322525024,0.3987114727497101,-0.058893509209156036,0.9890457391738892,0.3791574537754059,0.5595211982727051,-0.03407686948776245,0.975248396396637,0.4163208603858948,0.4102688431739807,-0.16902203857898712,0.9889652729034424,0.42758840322494507,0.5637322664260864,-0.10937445610761642,0.9601600170135498,0.4331910312175751,0.41015487909317017,-0.20049796998500824,0.9778468608856201,0.44531333446502686,0.5704169869422913,-0.1349952071905136,0.933122992515564,0.43124663829803467,0.4179719090461731,-0.22474882006645203,0.9788734912872314,0.44467249512672424,0.561088502407074,-0.15913541615009308,0.9353193640708923,0.42637425661087036,0.4207450747489929,-0.18059556186199188,0.9731897711753845,0.4384572207927704,0.5555031299591064,-0.12061164528131485,0.9268180727958679,0.4312426447868347,0.4403006434440613,-0.002731849206611514,0.9994021654129028,0.4307636618614197,0.5146875977516174,0.0027260114438831806,0.999477207660675,0.5124351978302002,0.45965576171875,0.0005138534470461309,0.9838032722473145,0.5135247111320496,0.5136005878448486,0.012323101982474327,0.9841814041137695,0.5812410712242126,0.4788769781589508,0.1515151411294937,0.9666037559509277,0.585506796836853,0.5140609741210938,0.14631684124469757,0.9743438959121704,0.5898131132125854,0.48409125208854675,0.16109374165534973,0.8668429851531982,0.5939785838127136,0.5120572447776794,0.15411938726902008,0.8123528361320496,0.607792317867279,0.4672902524471283,0.0751362219452858,0.9550325870513916,0.611489474773407,0.5188490152359009,0.062099289149045944,0.9587820768356323
caminar,0.2604924738407135,0.5045941472053528,-0.3065125048160553,0.9999915361404419,0.2510266900062561,0.4949675500392914,-0.2922857105731964,0.9999735355377197,0.2510703206062317,0.48958390951156616,-0.2923191487789154,0.9999721050262451,0.2513844966888428,0.4836408793926239,-0.29234129190444946,0.9999701976776123,0.2520269751548767,0.5140957236289978,-0.2926125228404999,0.9999679327011108,0.252676784992218,0.5209194421768188,-0.2926294207572937,0.9999581575393677,0.25321197509765625,0.5267567038536072,-0.2926711440086365,0.9999537467956543,0.2556740641593933,0.4746544063091278,-0.19142121076583862,0.9999653100967407,0.2578631043434143,0.5345177054405212,-0.19376063346862793,0.9999029636383057,0.27109214663505554,0.4928736984729767,-0.2673955261707306,0.9999924898147583,0.2723422348499298,0.515529990196228,-0.2681262195110321,0.9999916553497314,0.312716543674469,0.4263760447502136,-0.1257682740688324,0.9999750852584839,0.3140566051006317,0.5718692541122437,-0.11632408946752548,0.9999171495437622,0.3778809905052185,0.41566920280456543,-0.09978855401277542,0.9893632531166077,0.3787599205970764,0.586274266242981,-0.08011756092309952,0.9662133455276489,0.4338610768318176,0.41255655884742737,-0.21045581996440887,0.9889516234397888,0.4357391893863678,0.5901302695274353,-0.16531233489513397,0.9406518340110779,0.45155391097068787,0.4068008065223694,-0.24225926399230957,0.977281391620636,0.45415419340133667,0.5964910984039307,-0.19167710840702057,0.9028787016868591,0.45089098811149597,0.415493369102478,-0.27187874913215637,0.9785140156745911,0.4538520276546478,0.5885921716690063,-0.2183692902326584,0.9079874157905579,0.44643527269363403,0.4201311469078064,-0.22379058599472046,0.9732506275177002,0.4486736059188843,0.5845327377319336,-0.1773027777671814,0.8958545327186584,0.43552926182746887,0.4588063061237335,0.0008196335984393954,0.999576985836029,0.43666961789131165,0.5394097566604614,-0.0008181406883522868,0.9997084736824036,0.518028736114502,0.4507378339767456,-0.02489575929939747,0.9864358305931091,0.5343971252441406,0.5309277772903442,0.007549358531832695,0.9876627922058105,0.5675821900367737,0.46040743589401245,0.2640322744846344,0.9127346277236938,0.6065230965614319,0.5079554319381714,0.18775202333927155,0.9847894906997681,0.5721085071563721,0.47106119990348816,0.2888975441455841,0.7759450078010559,0.6127017736434937,0.500540018081665,0.20056995749473572,0.860288679599762,0.6053411960601807,0.4472178518772125,0.21665750443935394,0.9201958179473877,0.6399444937705994,0.5092780590057373,0.09256662428379059,0.9733008146286011
