frame,label,landmark_0_x,landmark_0_y,landmark_0_z,landmark_1_x,landmark_1_y,landmark_1_z,landmark_2_x,landmark_2_y,landmark_2_z,landmark_3_x,landmark_3_y,landmark_3_z,landmark_4_x,landmark_4_y,landmark_4_z,landmark_5_x,landmark_5_y,landmark_5_z,landmark_6_x,landmark_6_y,landmark_6_z,landmark_7_x,landmark_7_y,landmark_7_z,landmark_8_x,landmark_8_y,landmark_8_z,landmark_9_x,landmark_9_y,landmark_9_z,landmark_10_x,landmark_10_y,landmark_10_z,landmark_11_x,landmark_11_y,landmark_11_z,landmark_12_x,landmark_12_y,landmark_12_z,landmark_13_x,landmark_13_y,landmark_13_z,landmark_14_x,landmark_14_y,landmark_14_z,landmark_15_x,landmark_15_y,landmark_15_z,landmark_16_x,landmark_16_y,landmark_16_z,landmark_17_x,landmark_17_y,landmark_17_z,landmark_18_x,landmark_18_y,landmark_18_z,landmark_19_x,landmark_19_y,landmark_19_z,landmark_20_x,landmark_20_y,landmark_20_z,landmark_21_x,landmark_21_y,landmark_21_z,landmark_22_x,landmark_22_y,landmark_22_z,landmark_23_x,landmark_23_y,landmark_23_z,landmark_24_x,landmark_24_y,landmark_24_z,landmark_25_x,landmark_25_y,landmark_25_z,landmark_26_x,landmark_26_y,landmark_26_z,landmark_27_x,landmark_27_y,landmark_27_z,landmark_28_x,landmark_28_y,landmark_28_z,landmark_29_x,landmark_29_y,landmark_29_z,landmark_30_x,landmark_30_y,landmark_30_z,landmark_31_x,landmark_31_y,landmark_31_z,landmark_32_x,landmark_32_y,landmark_32_z
11,girar,0.599847913,0.152623653,-0.237118676,0.591233075,0.13804017,-0.20353055,0.592724919,0.137966678,-0.203575,0.595202029,0.137886852,-0.203579858,0.576769352,0.137387142,-0.263879627,0.567033231,0.137057051,-0.263894647,0.555947781,0.136798143,-0.263948143,0.569762528,0.143776804,-0.007999224,0.509318292,0.145143524,-0.293648273,0.594413996,0.171099529,-0.158339366,0.577405512,0.170850664,-0.239602432,0.592590749,0.25843218,0.19749029,0.404643148,0.243230864,-0.383951187,0.599682748,0.378216922,0.362880588,0.362822145,0.376420766,-0.449037969,0.662801087,0.472016871,0.314026684,0.377793372,0.500087142,-0.488082647,0.690729797,0.507269681,0.297846586,0.369307101,0.538539767,-0.546966314,0.695602953,0.505884111,0.226029158,0.398259521,0.538409412,-0.579543769,0.680531085,0.495688796,0.28042683,0.409620672,0.52518338,-0.499331445,0.590928257,0.492839783,0.171808273,0.473178536,0.49370864,-0.171966299,0.548814356,0.660077512,0.320905,0.440670997,0.659436584,-0.042734504,0.49043563,0.79000932,0.541158557,0.409303129,0.812089682,0.202615902,0.456879586,0.809362173,0.553256691,0.378245026,0.842038155,0.21424824,0.575226307,0.843479395,0.421824306,0.508669257,0.864508271,-0.004088548
13,girar,0.608968496,0.150929883,-0.218280286,0.599223495,0.135916427,-0.18576546,0.599555135,0.13586019,-0.185868502,0.600104988,0.135865062,-0.185877532,0.586071014,0.135081708,-0.260205537,0.57712847,0.134477198,-0.260230333,0.567524195,0.133811578,-0.260379374,0.569928348,0.141874179,0.004659386,0.523401141,0.141307667,-0.308094919,0.600918651,0.170206144,-0.139234111,0.586322665,0.169238225,-0.237853885,0.573784411,0.254697084,0.228478745,0.418851554,0.238666967,-0.468360543,0.578296125,0.379581988,0.38602525,0.381775945,0.372923732,-0.553389847,0.626701117,0.477259696,0.321291208,0.416953176,0.505123317,-0.56283319,0.647011817,0.508760035,0.307301432,0.402335763,0.544246674,-0.627406955,0.651456952,0.50821811,0.238215923,0.434018254,0.54406935,-0.649126112,0.638366163,0.500224948,0.287041426,0.444724798,0.530410349,-0.569141269,0.583081365,0.494095892,0.191702887,0.477709919,0.494030744,-0.191751078,0.552818358,0.657369614,0.293926746,0.425802112,0.660514176,-0.078366622,0.493124604,0.79027456,0.535428047,0.409694046,0.814788878,0.164540336,0.456694931,0.811847985,0.549318671,0.379373014,0.844983935,0.174603865,0.5769189,0.8437621,0.403162807,0.515895486,0.864663482,-0.059473362
15,girar,0.626394868,0.153434306,-0.166005731,0.614830554,0.137179375,-0.136713877,0.612991929,0.136891529,-0.136870801,0.610981107,0.136797383,-0.136864662,0.606819451,0.136635154,-0.22368516,0.599454403,0.135928124,-0.223753512,0.59110415,0.135366753,-0.224033967,0.571072996,0.142553121,0.023185713,0.543146849,0.141711682,-0.351106167,0.612298965,0.172675163,-0.096399367,0.604330361,0.172082767,-0.210372165,0.533557117,0.244354472,0.246513397,0.440129727,0.235503644,-0.525622785,0.519064605,0.374945581,0.361953139,0.40895775,0.37394765,-0.612966359,0.552374244,0.478370786,0.283716708,0.44146955,0.510820568,-0.587831914,0.558493078,0.510705292,0.27686733,0.429598957,0.548538148,-0.653687954,0.561424971,0.510291219,0.216849998,0.455895752,0.549557149,-0.65973717,0.559190333,0.5020684,0.25117445,0.464555979,0.536368012,-0.587107301,0.566448152,0.494582772,0.20289886,0.480823219,0.494931787,-0.202852726,0.555165529,0.652014554,0.338624895,0.420481682,0.660585642,-0.064288154,0.4912045,0.786628783,0.595072567,0.410453498,0.817593634,0.183977082,0.45859316,0.810217321,0.609679282,0.378955871,0.848208308,0.194401667,0.582152784,0.837332428,0.493622959,0.526733339,0.865111172,-0.026736049
17,girar,0.632417917,0.155361831,-0.222994626,0.623377919,0.139423892,-0.193637282,0.620939672,0.139218047,-0.19374162,0.617823124,0.139140621,-0.193692565,0.619141102,0.138859019,-0.280190259,0.613639534,0.138242766,-0.280261725,0.607039094,0.137761623,-0.280524194,0.571837425,0.144476324,-0.029223988,0.556815326,0.143869951,-0.431531191,0.616475582,0.174398452,-0.150825694,0.611199021,0.174002722,-0.263552576,0.507236481,0.241089046,0.204118013,0.45961535,0.233574882,-0.596508801,0.499966145,0.372447133,0.310357749,0.431259096,0.373639137,-0.690347373,0.535794735,0.478440464,0.245165765,0.472752333,0.513171852,-0.652354062,0.542266905,0.511884272,0.246988088,0.470696419,0.549613595,-0.723674834,0.54426533,0.511321545,0.187890381,0.495055974,0.550629973,-0.714688063,0.543130279,0.502393544,0.214210659,0.498786092,0.537694037,-0.645978093,0.552857339,0.495166332,0.220443621,0.483741492,0.495340794,-0.220433235,0.543433905,0.653459966,0.432140142,0.423016667,0.664259732,-0.036879692,0.474843919,0.784800649,0.745734632,0.410623521,0.821955979,0.186504304,0.4420937,0.807511747,0.767616928,0.377637744,0.852117121,0.203236818,0.575294793,0.828830361,0.666062951,0.530290246,0.865713954,0.031462703
19,girar,0.636921525,0.156610578,-0.25922671,0.626313329,0.140725434,-0.230431512,0.623712838,0.140542835,-0.23050493,0.620486379,0.14044252,-0.230476469,0.623117328,0.140183717,-0.312659234,0.618557811,0.139621004,-0.312729269,0.612952292,0.139157102,-0.312956899,0.572313786,0.14555867,-0.067250408,0.566075563,0.145109355,-0.467667997,0.620422482,0.175558463,-0.187797919,0.616802156,0.175181881,-0.292814672,0.502981365,0.240939602,0.171149656,0.479816586,0.233671218,-0.622326553,0.493726045,0.373428166,0.275102854,0.450226605,0.374635279,-0.696212709,0.534028471,0.480016351,0.225879937,0.502577603,0.514377534,-0.636395395,0.544646263,0.516904056,0.23309958,0.507085741,0.5498932,-0.701362014,0.54643935,0.519485712,0.178746521,0.527377009,0.550692379,-0.692270696,0.544400275,0.505182803,0.197730601,0.527733207,0.537693262,-0.62919265,0.528911293,0.494196087,0.227503717,0.486260295,0.495421141,-0.227562308,0.523018777,0.651324034,0.406876922,0.428456068,0.664345384,-0.044601541,0.456410587,0.78584075,0.694370806,0.410793036,0.824071944,0.185196668,0.419336736,0.809674323,0.712610006,0.37527588,0.855697691,0.19630456,0.560168922,0.827246726,0.619253278,0.534513891,0.867792785,0.002477329
21,girar,0.638466477,0.156931028,-0.25190106,0.627393782,0.141291335,-0.221853286,0.624745607,0.141209692,-0.221944943,0.621490479,0.141187847,-0.221932068,0.624748468,0.140627936,-0.309749454,0.620748281,0.140117228,-0.309804976,0.615810394,0.139755338,-0.31004566,0.572428823,0.146556169,-0.067911588,0.573049188,0.146308824,-0.466644645,0.622620463,0.175799221,-0.182380691,0.619636118,0.17546922,-0.295057505,0.488353878,0.238477468,0.179293647,0.506009519,0.236115038,-0.6250844,0.47249195,0.373559922,0.260230035,0.49238506,0.377589285,-0.680622101,0.512539327,0.480316311,0.221929386,0.542493224,0.513962805,-0.590377092,0.505337119,0.518567801,0.236620933,0.549055099,0.549603343,-0.650526583,0.527160764,0.520903766,0.188724577,0.558981299,0.550294638,-0.664422631,0.524458706,0.505634427,0.196995601,0.55628705,0.53752172,-0.585980773,0.492381185,0.49340564,0.240426153,0.487345725,0.495298713,-0.240718246,0.482961923,0.649579585,0.414747477,0.433023542,0.664491355,-0.050210729,0.42956841,0.786521673,0.691161573,0.411214709,0.82402432,0.19208397,0.388275862,0.815968215,0.70776999,0.372061312,0.855068386,0.204059675,0.519940972,0.830664814,0.624657273,0.53571558,0.867855906,0.017025705
23,girar,0.638278306,0.157213435,-0.183214277,0.625071943,0.141834661,-0.159571186,0.622389495,0.141796768,-0.159707889,0.619400799,0.141799271,-0.159723014,0.623235524,0.141068369,-0.239658222,0.619476199,0.140568465,-0.239660084,0.614936054,0.140240476,-0.239905432,0.572426319,0.146962717,-0.040097963,0.575540841,0.146874025,-0.435585946,0.62458092,0.176434889,-0.126046047,0.623169601,0.175880954,-0.22956939,0.46968326,0.238433972,0.177058488,0.536997676,0.237676099,-0.558657229,0.430440366,0.372990519,0.251684308,0.523939133,0.382618517,-0.60772109,0.472810268,0.493287742,0.255404502,0.5720734,0.514523983,-0.531830013,0.463042825,0.519892514,0.276215822,0.583384097,0.550374031,-0.579362154,0.493617982,0.526328921,0.235445693,0.590577245,0.550633132,-0.5633232,0.491094738,0.516078889,0.236339718,0.583860755,0.538133383,-0.517293811,0.467027158,0.493670434,0.228176519,0.497220874,0.498516053,-0.228640094,0.450499028,0.65052402,0.413091272,0.438856512,0.66910702,-0.044020768,0.412306964,0.790632784,0.677612245,0.410928667,0.827064574,0.210700944,0.371637613,0.825363576,0.694041252,0.37007302,0.857437551,0.224707812,0.512526453,0.832653821,0.634073615,0.535514295,0.867890775,0.092347346
25,girar,0.633462191,0.158233583,-0.02227878,0.62120384,0.14319624,-0.022136666,0.614357233,0.143081248,-0.022222538,0.607896209,0.143054143,-0.022215694,0.617501199,0.143029764,-0.090261117,0.613737404,0.142816067,-0.090234183,0.610198736,0.142733976,-0.090437852,0.565712512,0.149433777,0.003700195,0.577993929,0.149170578,-0.309104413,0.624053121,0.176628396,0.000669224,0.617437005,0.176363811,-0.086776145,0.441361934,0.23950626,0.176260859,0.572916687,0.238666564,-0.530453563,0.388866156,0.35937342,0.247800365,0.555683196,0.382618487,-0.510778606,0.422381163,0.458485395,0.260521382,0.593536437,0.514369726,-0.349750638,0.422238529,0.482178479,0.279750705,0.609556019,0.549970567,-0.383517772,0.4390046,0.479794621,0.24192135,0.612536967,0.550216377,-0.374245375,0.442563921,0.475021273,0.243252784,0.603604734,0.53782934,-0.339066535,0.445758909,0.489078015,0.221411213,0.498532146,0.496965915,-0.221833885,0.436196983,0.650427938,0.386717439,0.447312504,0.668881595,-0.047542494,0.408620119,0.794935226,0.587347865,0.410674095,0.827469707,0.156012803,0.374809682,0.828065515,0.594248712,0.369960636,0.857724309,0.171020329,0.507410944,0.833651364,0.60575676,0.53367269,0.867873967,0.074173912
27,girar,0.612696052,0.161819041,0.233944058,0.592197418,0.145612344,0.199291512,0.583588779,0.14528437,0.199207708,0.576075017,0.14516978,0.19916831,0.60732007,0.146234021,0.153360143,0.611612797,0.14619191,0.153453022,0.605520606,0.146278918,0.153217897,0.543967605,0.151899472,0.075867727,0.578800738,0.151795179,-0.127995759,0.598231554,0.177296922,0.20473066,0.611154795,0.177706242,0.146532729,0.404979974,0.24093847,0.160964653,0.595701993,0.239241704,-0.362068325,0.328754216,0.361579716,0.193253949,0.589906216,0.380884647,-0.3428213,0.35241437,0.460221559,0.22873123,0.625449657,0.514084458,-0.152522728,0.352241516,0.490821093,0.238607168,0.640291929,0.546075821,-0.157238796,0.363259584,0.490787357,0.201187238,0.635102272,0.54671073,-0.147574723,0.373088688,0.483496487,0.205291122,0.626384914,0.535505056,-0.140974969,0.422679305,0.481118023,0.214495108,0.514207006,0.489578605,-0.214730144,0.418399155,0.643201113,0.386181951,0.458285332,0.667354167,-0.019101439,0.405445933,0.795454443,0.586532235,0.410782427,0.827814817,0.164183408,0.374407619,0.828776777,0.596092224,0.371384025,0.85860461,0.179482773,0.469218314,0.819285929,0.567561626,0.532051921,0.867427111,0.072398171
29,girar,0.58637476,0.163008243,0.228521124,0.567593396,0.147420987,0.161726445,0.558079958,0.146937236,0.16168575,0.549461424,0.146790758,0.161679313,0.590310335,0.14864482,0.146586671,0.599453866,0.148776293,0.146689966,0.603919446,0.148992226,0.146464258,0.521005988,0.154061973,5.42E-05,0.578989089,0.153794542,-0.128122643,0.570293427,0.177687019,0.165584072,0.592356443,0.177949756,0.14677538,0.390853018,0.241173565,-0.044118304,0.606924653,0.239415094,-0.298168093,0.307153791,0.358767986,-0.021982428,0.61319977,0.376216531,-0.287429154,0.311692029,0.463998377,0.025274867,0.645938456,0.507993996,-0.174655035,0.30611524,0.495658189,0.039045215,0.667736709,0.53847903,-0.182198033,0.326096267,0.496054858,0.012809833,0.661127388,0.540520012,-0.18591997,0.338051289,0.487542987,0.01779543,0.648747146,0.529578805,-0.171684578,0.422861278,0.478555113,0.162698433,0.524474859,0.485658914,-0.163058639,0.417312264,0.640586138,0.374934137,0.463192254,0.663367093,0.025049334,0.402626246,0.795479953,0.590639114,0.410918772,0.827492952,0.176977277,0.374196708,0.827701688,0.603962243,0.372319281,0.858446956,0.19429037,0.448370427,0.807130516,0.567080677,0.530555546,0.867194355,0.088153571
31,girar,0.548448026,0.164173976,0.309432328,0.534929931,0.150156677,0.231826261,0.525817335,0.150030032,0.231816202,0.517036796,0.150325,0.231786653,0.560408831,0.151238099,0.2265881,0.571312189,0.151609167,0.226720795,0.582328498,0.152022332,0.226526126,0.494647205,0.158551186,-0.017961379,0.575429797,0.158221155,-0.05868496,0.533753872,0.177943453,0.229333118,0.559690535,0.177988097,0.223519444,0.380737334,0.241554528,-0.045154467,0.611333728,0.243684217,-0.248243853,0.299106956,0.360693097,-0.044116698,0.638933301,0.376518101,-0.242126718,0.299208224,0.466426253,0.001725281,0.655910909,0.502522707,-0.113824017,0.292092174,0.49822697,0.016279491,0.677342832,0.533288479,-0.107148528,0.311810374,0.49886781,-0.002124315,0.669757664,0.533974528,-0.110855468,0.324406564,0.490022302,-0.002245828,0.655156255,0.522499263,-0.110076867,0.417472899,0.477017879,0.144955397,0.526588678,0.484419227,-0.145257831,0.414239645,0.639887989,0.373485357,0.471551687,0.660280347,0.015007713,0.400555968,0.796042562,0.592994392,0.411930054,0.827084363,0.127765685,0.369081497,0.826981544,0.607212842,0.372847021,0.857797801,0.135531306,0.442826331,0.803922832,0.561276197,0.529566109,0.866728246,0.017243518
33,girar,0.532720268,0.17024684,0.295211494,0.520363629,0.156392634,0.217701688,0.511178136,0.156305224,0.217715845,0.501527905,0.156583697,0.217707977,0.544137239,0.157636136,0.214480191,0.552873254,0.158081442,0.214610294,0.563012898,0.15857853,0.214393497,0.479221135,0.164833397,-0.022191575,0.570152164,0.165960401,-0.060927968,0.516974092,0.182607934,0.217378646,0.542538404,0.184165955,0.213697121,0.368841141,0.244445294,-0.06967634,0.607930362,0.250215918,-0.226440564,0.287476867,0.361868024,-0.062431831,0.64717406,0.378504485,-0.211010963,0.285675555,0.466760337,-0.006379751,0.657028675,0.499106318,-0.060440701,0.276921034,0.498704612,0.007853404,0.680108964,0.531222999,-0.044808958,0.296122611,0.499157995,-0.006146974,0.670287251,0.530264318,-0.051512972,0.310002595,0.490250736,-0.008242381,0.654908955,0.518972635,-0.056557741,0.412427157,0.478825837,0.122075275,0.525790453,0.485597521,-0.122439437,0.415487379,0.641147316,0.372496128,0.476687908,0.659469187,0.015621514,0.401471406,0.796234667,0.591163576,0.415079772,0.826761246,0.131174982,0.370529801,0.826522887,0.606944084,0.375974208,0.857337534,0.13815625,0.433325201,0.806874454,0.555048943,0.527606428,0.865567148,0.011114672
1,girar,0.505413413,0.141861603,-0.464295089,0.52306056,0.127985299,-0.475673944,0.526155114,0.127342865,-0.475662172,0.5230937,0.127111956,-0.475649506,0.508699715,0.129721388,-0.422770053,0.505753934,0.130118355,-0.422688395,0.503507793,0.13040249,-0.422615916,0.560217917,0.137350887,-0.426174581,0.530975878,0.136597604,-0.115077361,0.524587929,0.157504052,-0.440229833,0.507178187,0.157724097,-0.368304104,0.675665617,0.236545756,-0.430143863,0.469897151,0.241561502,-0.05134733,0.707336366,0.346481919,-0.457210958,0.443331927,0.351617664,0.077588275,0.661032081,0.455067903,-0.534894705,0.409280866,0.447862208,-0.092105113,0.654298246,0.492254823,-0.593109012,0.394672662,0.477368355,-0.137003899,0.63136816,0.488168389,-0.628697991,0.395270795,0.475601614,-0.19815737,0.626623452,0.475675941,-0.543145359,0.402591199,0.466272026,-0.127922446,0.572451591,0.469058633,-0.091269352,0.468031824,0.462855369,0.090762302,0.591763675,0.628597796,-0.103200406,0.425298631,0.595963597,-0.012282447,0.575190663,0.750272691,0.420047849,0.491191208,0.703918636,0.567764163,0.579534352,0.762351632,0.455463976,0.521596134,0.71497798,0.620926917,0.552433729,0.806461275,0.204373419,0.442453533,0.763352513,0.504129946
3,girar,0.490556329,0.132798851,-0.314954072,0.510889113,0.118161872,-0.329321802,0.520731032,0.11754898,-0.329366058,0.527659714,0.117050432,-0.329456449,0.492468953,0.120020837,-0.27973327,0.48948285,0.120347567,-0.279572994,0.486123204,0.120640822,-0.279489547,0.567903578,0.127449557,-0.308894038,0.514673412,0.127637401,-0.051037814,0.516994894,0.149714559,-0.300511986,0.491075426,0.149683028,-0.233546272,0.689688265,0.226434231,-0.325687736,0.454308093,0.236088261,0.104242414,0.726022422,0.338488698,-0.328194171,0.428873956,0.3465828,0.249438673,0.653738439,0.45100829,-0.335349679,0.392876327,0.440998554,0.102883063,0.64081198,0.487925678,-0.377693504,0.377954006,0.471726865,0.065160327,0.620054364,0.481423974,-0.404120594,0.382880896,0.469888955,-0.006961741,0.617440641,0.4700149,-0.338278204,0.390954167,0.460152626,0.064188257,0.595352709,0.458572865,-0.104476027,0.45592472,0.44990471,0.104142956,0.605454683,0.623524427,-0.202647477,0.40986526,0.592191994,0.022222077,0.588573694,0.745889544,0.233638674,0.493390977,0.713362157,0.537247241,0.590066731,0.756942391,0.259860814,0.525489926,0.73043263,0.577797532,0.577320993,0.806621552,0.003034159,0.400291204,0.77056998,0.446785301
5,girar,0.468464822,0.129623622,-0.28219375,0.490325987,0.115077011,-0.308796555,0.50005573,0.11454501,-0.308917701,0.510366321,0.114148013,-0.309086233,0.473250031,0.116744988,-0.245073617,0.470660567,0.117099836,-0.244916841,0.468263954,0.117475793,-0.244901359,0.563521802,0.124098301,-0.330192626,0.501342416,0.124708191,-0.020892803,0.494812965,0.145602137,-0.281395704,0.474273503,0.147503436,-0.19614546,0.679868162,0.221566454,-0.38248989,0.455465972,0.23271434,0.173668444,0.715718985,0.336747527,-0.397663742,0.446631193,0.349207312,0.355576038,0.635958433,0.448469847,-0.358142883,0.399813145,0.437130481,0.219958201,0.619419158,0.485273153,-0.402191728,0.387732238,0.468506366,0.191510633,0.58918786,0.477488101,-0.425880849,0.389876574,0.464551538,0.118609056,0.586374581,0.467204362,-0.35719198,0.398936421,0.45420292,0.181124955,0.593380392,0.459157467,-0.129736662,0.450971752,0.45244953,0.129549652,0.605517328,0.617782712,-0.169138595,0.410380006,0.59661299,0.100532673,0.58303231,0.747722208,0.305924356,0.480005622,0.729254305,0.558137596,0.578731716,0.761057734,0.335673749,0.505410731,0.748220563,0.591732979,0.583331406,0.80714649,0.090440199,0.358866841,0.778040946,0.441753328
7,girar,0.443611532,0.12990804,-0.317475855,0.461557746,0.116389446,-0.358100504,0.469625056,0.115926251,-0.358239919,0.478321224,0.115322039,-0.358445734,0.449176818,0.117690578,-0.284679681,0.448383272,0.118046641,-0.284537435,0.447987229,0.118407458,-0.284496963,0.536064148,0.123412795,-0.42553848,0.49089995,0.125206366,-0.080528088,0.468744338,0.146488518,-0.33246246,0.45541659,0.148676425,-0.234223604,0.659332454,0.213860825,-0.499615312,0.458747417,0.230421439,0.123641491,0.695049703,0.336577296,-0.501707137,0.464066774,0.35048902,0.29570964,0.609538436,0.44866088,-0.401203036,0.416320324,0.435879141,0.165679157,0.596304595,0.483979166,-0.44592008,0.403652996,0.469202399,0.141908333,0.56660831,0.475554138,-0.465937138,0.404566497,0.465193361,0.063495398,0.56453228,0.465806156,-0.397179097,0.411275536,0.454781204,0.124878496,0.590365648,0.45697403,-0.152864501,0.454840302,0.452351838,0.152688384,0.597513914,0.6117571,-0.111742437,0.416540504,0.598886073,0.272081494,0.58460325,0.749440193,0.251699001,0.471431077,0.738025665,0.583383799,0.582276464,0.764485717,0.270915449,0.498372465,0.762855709,0.600780547,0.576389015,0.805456281,0.042047337,0.340193838,0.780117571,0.456071407
9,girar,0.426637828,0.13200143,-0.27430138,0.442581028,0.117930606,-0.317393035,0.44960171,0.11762099,-0.317518681,0.457450897,0.117258906,-0.317714751,0.432528347,0.119043395,-0.248783529,0.432072252,0.119375251,-0.248630941,0.431734711,0.119753428,-0.248570114,0.509099424,0.124325447,-0.400988728,0.47160238,0.126882717,-0.070184007,0.449757934,0.14858976,-0.294622838,0.436745137,0.150501475,-0.203278884,0.63601023,0.209066957,-0.495042264,0.458944261,0.229244307,0.146207258,0.678088069,0.335515916,-0.518562913,0.472504586,0.34853828,0.29478839,0.58984077,0.449330479,-0.412741274,0.420013011,0.432824671,0.176483184,0.575380385,0.483495265,-0.459177881,0.406391203,0.463870823,0.159498677,0.55057174,0.476081699,-0.468145162,0.406805634,0.460628331,0.079533108,0.549711704,0.466672868,-0.404513627,0.413266569,0.451082855,0.13561067,0.576588452,0.45312202,-0.156665236,0.450670958,0.450466931,0.156541318,0.586594045,0.606584907,-0.117833234,0.419852197,0.597855747,0.259236932,0.584829092,0.745552242,0.152849689,0.469756246,0.74270469,0.488903522,0.58345896,0.760106802,0.163594857,0.49328801,0.767831206,0.501476884,0.574372888,0.804806709,-0.058421653,0.330886155,0.78101486,0.358900577
11,girar,0.409417778,0.13417466,-0.281081051,0.425049633,0.120519847,-0.329842448,0.431944877,0.120226227,-0.329992354,0.438997269,0.119926348,-0.330195844,0.416543484,0.121596359,-0.255008101,0.417060226,0.121904559,-0.254846901,0.417883396,0.122255437,-0.25477007,0.484969258,0.127017319,-0.436254054,0.458514899,0.1289251,-0.088709734,0.430710047,0.151103184,-0.310007244,0.420352668,0.15280208,-0.210857794,0.616244674,0.210265338,-0.558911979,0.463395298,0.230086103,0.136003852,0.653583705,0.336315244,-0.575382471,0.476701975,0.348762423,0.280584335,0.578732252,0.453011364,-0.442922205,0.426323295,0.439429104,0.177516282,0.565871656,0.484952122,-0.493435383,0.412524343,0.47117725,0.167849243,0.543343425,0.4776631,-0.500042319,0.410314947,0.469304085,0.086450234,0.543682098,0.47092402,-0.432861269,0.417904228,0.459475398,0.13694714,0.575908959,0.456137776,-0.174496204,0.442219794,0.454539269,0.174293622,0.574079692,0.611127555,-0.070458256,0.425736457,0.604374945,0.302588344,0.585229933,0.747621477,0.191917658,0.467173755,0.748665571,0.530327022,0.597166479,0.764134586,0.202346355,0.491494924,0.773806393,0.538884044,0.568552792,0.802041233,-0.014050443,0.329359114,0.780265689,0.398347139
13,girar,0.397715747,0.136086494,-0.255247235,0.412913442,0.120624594,-0.306769252,0.419091135,0.120346688,-0.306903422,0.425933212,0.120102994,-0.30708012,0.406761527,0.122103192,-0.235256419,0.407697976,0.122621842,-0.235110298,0.409029335,0.123155914,-0.235073373,0.469683141,0.128423184,-0.431976765,0.448144794,0.130301222,-0.081444524,0.416397005,0.151271611,-0.288467169,0.40763855,0.15329136,-0.194597125,0.597657144,0.209924906,-0.57050693,0.465251058,0.229899094,0.157105207,0.632876039,0.33700332,-0.586557806,0.478603005,0.345275998,0.293387264,0.572249532,0.463112056,-0.456302851,0.431852072,0.44400993,0.203968823,0.565629959,0.493429124,-0.50489825,0.414275587,0.474456906,0.203724235,0.539347589,0.489268333,-0.508471012,0.41050896,0.474756539,0.12386141,0.539090097,0.481226474,-0.445807517,0.419202238,0.464950114,0.164940447,0.529498339,0.45734641,-0.196790144,0.424432635,0.456133574,0.196465015,0.529414594,0.612965286,-0.113767661,0.42583546,0.605407059,0.318967164,0.585804999,0.745310903,0.144989803,0.460988641,0.749284804,0.540691376,0.606735885,0.759579778,0.157372683,0.485257417,0.774137557,0.549928963,0.564592123,0.802200317,-0.034621123,0.326323599,0.779754281,0.423164934
15,girar,0.390069246,0.141084909,-0.246541545,0.405382365,0.125241384,-0.283339858,0.41117391,0.12477982,-0.283468217,0.417537361,0.124390289,-0.283634931,0.399846017,0.126050949,-0.206667021,0.401425928,0.125949904,-0.20649381,0.403565645,0.125781789,-0.206389368,0.458697379,0.129385114,-0.408839196,0.440777928,0.130463272,-0.061367538,0.408307821,0.152902931,-0.263345331,0.401325405,0.154301509,-0.168490767,0.557987154,0.209388122,-0.560129046,0.468976796,0.221791923,0.167555943,0.603145361,0.335816681,-0.596953809,0.479648113,0.336751461,0.29057309,0.567785323,0.46383965,-0.504891813,0.441121966,0.443137139,0.226994544,0.56493634,0.495285392,-0.559717536,0.421379626,0.474048436,0.239852741,0.538602233,0.492658883,-0.549651682,0.423273623,0.472639143,0.160212159,0.53645885,0.483914822,-0.49229449,0.429851145,0.463829637,0.191123396,0.483185709,0.453910261,-0.219128042,0.4192487,0.451148123,0.218734056,0.463389009,0.610535085,-0.155772224,0.421198606,0.597740412,0.306613624,0.576162636,0.741214991,0.009217964,0.459396094,0.745129704,0.507154167,0.624269366,0.752924025,0.017096963,0.481666565,0.771902084,0.51740551,0.56264472,0.80302608,-0.13682197,0.321881324,0.779561579,0.399446815
17,girar,0.386133283,0.141068965,-0.231662259,0.401784897,0.12543869,-0.277132511,0.406921089,0.125103697,-0.27730149,0.412665814,0.124822386,-0.277500689,0.397458315,0.125970826,-0.1920214,0.399414092,0.125836641,-0.191850603,0.401957333,0.125648454,-0.191797927,0.45119682,0.130298063,-0.387938023,0.435863435,0.130451307,-0.061136231,0.402598709,0.153806537,-0.252890795,0.397293001,0.154879823,-0.156214431,0.527398646,0.207798138,-0.540788949,0.463047177,0.217124447,0.165411741,0.563683867,0.331960648,-0.585344732,0.480548829,0.335946143,0.291268885,0.555231214,0.464511693,-0.528743029,0.448723614,0.443609178,0.231891587,0.561489284,0.497664124,-0.585185528,0.434097826,0.476324826,0.242266595,0.537823141,0.496897191,-0.575208485,0.429052204,0.476830393,0.165722027,0.529160321,0.486892194,-0.517703056,0.435282528,0.464820683,0.198292583,0.464796454,0.451543182,-0.230580747,0.414439589,0.448437154,0.230068058,0.409979194,0.608015478,-0.167722717,0.400683969,0.596564412,0.322251737,0.575441957,0.733422875,0.00212437,0.466389447,0.736182988,0.518641233,0.61217308,0.745944381,0.012122197,0.49263379,0.766382277,0.529108584,0.480754256,0.795706749,-0.124522261,0.338281572,0.777565718,0.439335734
