frame,label,landmark_0_x,landmark_0_y,landmark_0_z,landmark_1_x,landmark_1_y,landmark_1_z,landmark_2_x,landmark_2_y,landmark_2_z,landmark_3_x,landmark_3_y,landmark_3_z,landmark_4_x,landmark_4_y,landmark_4_z,landmark_5_x,landmark_5_y,landmark_5_z,landmark_6_x,landmark_6_y,landmark_6_z,landmark_7_x,landmark_7_y,landmark_7_z,landmark_8_x,landmark_8_y,landmark_8_z,landmark_9_x,landmark_9_y,landmark_9_z,landmark_10_x,landmark_10_y,landmark_10_z,landmark_11_x,landmark_11_y,landmark_11_z,landmark_12_x,landmark_12_y,landmark_12_z,landmark_13_x,landmark_13_y,landmark_13_z,landmark_14_x,landmark_14_y,landmark_14_z,landmark_15_x,landmark_15_y,landmark_15_z,landmark_16_x,landmark_16_y,landmark_16_z,landmark_17_x,landmark_17_y,landmark_17_z,landmark_18_x,landmark_18_y,landmark_18_z,landmark_19_x,landmark_19_y,landmark_19_z,landmark_20_x,landmark_20_y,landmark_20_z,landmark_21_x,landmark_21_y,landmark_21_z,landmark_22_x,landmark_22_y,landmark_22_z,landmark_23_x,landmark_23_y,landmark_23_z,landmark_24_x,landmark_24_y,landmark_24_z,landmark_25_x,landmark_25_y,landmark_25_z,landmark_26_x,landmark_26_y,landmark_26_z,landmark_27_x,landmark_27_y,landmark_27_z,landmark_28_x,landmark_28_y,landmark_28_z,landmark_29_x,landmark_29_y,landmark_29_z,landmark_30_x,landmark_30_y,landmark_30_z,landmark_31_x,landmark_31_y,landmark_31_z,landmark_32_x,landmark_32_y,landmark_32_z
13,caminar-atras,0.542158544,0.162833139,0.061350632,0.533350646,0.149940506,-0.028035553,0.525027871,0.149163112,-0.027967421,0.516345561,0.14857167,-0.027919827,0.55559212,0.150865346,-0.009337828,0.563524902,0.150640413,-0.009367819,0.572000623,0.150288925,-0.009584031,0.492263615,0.152038366,-0.293964267,0.578934848,0.155871138,-0.215756059,0.529080987,0.171507314,-0.013845782,0.549835742,0.174698904,0.009236106,0.406164348,0.21664007,-0.396523029,0.655942738,0.243736744,-0.217343494,0.345516771,0.337159574,-0.397109479,0.691958606,0.356760442,-0.14467217,0.320541114,0.458159149,-0.288992435,0.655323207,0.470304579,0.055663608,0.312765688,0.48946321,-0.288216054,0.656326056,0.497930855,0.104353935,0.324190438,0.489666492,-0.272256374,0.642386734,0.493207872,0.067809306,0.334617078,0.477565587,-0.276568115,0.635588527,0.481943011,0.048920788,0.434038281,0.448919326,-0.049892873,0.569940269,0.461248726,0.049639218,0.410854787,0.598594069,0.270367444,0.540331542,0.618108809,0.272788584,0.44179666,0.734000504,0.561586082,0.50434643,0.764860153,0.432010472,0.433656007,0.755607247,0.584657431,0.49879095,0.789921165,0.449673504,0.44328028,0.728444338,0.527055264,0.493664205,0.780352056,0.388321131
15,caminar-atras,0.541734397,0.171896756,0.023751844,0.534026325,0.160225376,-0.062437721,0.526464581,0.159535676,-0.06232306,0.518486619,0.158912361,-0.062289648,0.555320621,0.161069393,-0.041636851,0.562796891,0.160989389,-0.041640203,0.571050704,0.160885572,-0.041879106,0.492854029,0.162069812,-0.30763641,0.578912497,0.165510252,-0.22310169,0.528777897,0.179833651,-0.044758819,0.54934293,0.18288359,-0.019670229,0.411604077,0.221758425,-0.400737733,0.656668663,0.249611199,-0.204183415,0.349452168,0.337952435,-0.41175589,0.693945825,0.3593207,-0.134545758,0.324475288,0.457514614,-0.317269981,0.656286061,0.468919635,0.021895042,0.314489901,0.487244785,-0.323556423,0.656683922,0.495104194,0.06412337,0.325522244,0.488769084,-0.313146591,0.643851757,0.489938676,0.022346241,0.33614558,0.477412671,-0.308096528,0.637542605,0.479629129,0.012079059,0.437754452,0.450057119,-0.052886248,0.570777655,0.462169796,0.052682374,0.428236634,0.599273086,0.239294127,0.542422652,0.618198216,0.258455664,0.46204409,0.733036041,0.516394198,0.500771165,0.765187502,0.423481643,0.458042204,0.756787896,0.537276804,0.497609228,0.788052022,0.439924955,0.445745558,0.734737515,0.463671178,0.494733572,0.781385839,0.356509835
17,caminar-atras,0.541567862,0.181679189,-0.041806713,0.535389423,0.170012176,-0.120905079,0.528676629,0.169572309,-0.120751061,0.521477163,0.169111207,-0.120731905,0.554540634,0.17060174,-0.105062671,0.560981274,0.170682386,-0.105080731,0.568081617,0.170755252,-0.10535071,0.497802973,0.171912909,-0.328451902,0.575524747,0.175046176,-0.258110404,0.529427886,0.189500436,-0.095497116,0.548102856,0.191844195,-0.076850027,0.411893904,0.231566712,-0.404822588,0.654679537,0.257387578,-0.206213862,0.34926185,0.338114589,-0.414923668,0.692350566,0.366018325,-0.155610874,0.330970496,0.456989735,-0.317054898,0.652901947,0.467066586,0.033532586,0.32173422,0.485129744,-0.315923274,0.654860258,0.494957566,0.085296497,0.331417292,0.48628667,-0.302301943,0.643279612,0.489141732,0.054524533,0.342136145,0.476067334,-0.306515574,0.637286425,0.47929877,0.029973676,0.43849808,0.454135954,-0.055536214,0.567849398,0.466244042,0.055399165,0.451386005,0.600472748,0.246354952,0.534246206,0.617915392,0.262515277,0.476955384,0.732267797,0.528471708,0.501927495,0.761877775,0.433946371,0.475216508,0.751974404,0.552200317,0.500042439,0.782862246,0.454377234,0.448401481,0.734877348,0.503624141,0.493220627,0.781110585,0.402007073
19,caminar-atras,0.538934767,0.188791499,-0.008479573,0.533121049,0.177467138,-0.087691605,0.527198851,0.177246645,-0.087561712,0.521193326,0.177050263,-0.087525368,0.550943017,0.177882522,-0.073748291,0.55715251,0.178143799,-0.073772714,0.564103961,0.178492859,-0.074049376,0.498127699,0.180800021,-0.304421335,0.572604716,0.18360135,-0.248947993,0.529226243,0.196836323,-0.066636167,0.544766665,0.198468164,-0.050433084,0.405488074,0.242443517,-0.402700245,0.648197651,0.263664454,-0.221234322,0.350320816,0.345099092,-0.414561212,0.689107716,0.368328661,-0.161530703,0.335267127,0.457116395,-0.299806058,0.650923729,0.466562241,0.019760264,0.328634262,0.484630704,-0.296620339,0.652670741,0.491945267,0.069095045,0.337372452,0.485713273,-0.280677378,0.642139077,0.485972583,0.038499571,0.348733157,0.475955367,-0.287529469,0.636757255,0.47816807,0.015693789,0.439427853,0.458877981,-0.055431817,0.569119453,0.470138609,0.055366218,0.457473367,0.599747241,0.284323037,0.534266472,0.616190732,0.228674322,0.481162757,0.719771087,0.593894958,0.504299402,0.756296456,0.3958655,0.47990033,0.735965371,0.621021628,0.504263163,0.77894789,0.412165672,0.449636579,0.718541324,0.58266288,0.49557817,0.77871114,0.331096083
21,caminar-atras,0.53778702,0.19961217,-0.137875244,0.532555461,0.187235907,-0.212464005,0.526955545,0.186582834,-0.212284967,0.521094382,0.185930505,-0.212230608,0.548890293,0.187840357,-0.20266372,0.554882407,0.187775582,-0.202653706,0.561944902,0.187700465,-0.20293498,0.500107884,0.187867716,-0.377061307,0.570432246,0.19003512,-0.336975634,0.528348684,0.206431657,-0.172324821,0.542812645,0.20768401,-0.162131548,0.412171602,0.249078989,-0.421317846,0.640679955,0.267185748,-0.284949958,0.36266467,0.350433946,-0.41352883,0.682296097,0.36844793,-0.222841099,0.347057343,0.457196057,-0.334179133,0.648696303,0.462047487,-0.108208559,0.340988725,0.485303462,-0.334981382,0.653983176,0.485974431,-0.074653268,0.348150164,0.485980302,-0.309702039,0.645213187,0.479607373,-0.101141915,0.359043062,0.475995094,-0.32142368,0.638431549,0.470974386,-0.113349266,0.455407858,0.461737335,-0.03148279,0.561284184,0.471872807,0.031308662,0.468220234,0.59860158,0.254834026,0.532165587,0.609345257,0.230854675,0.488762349,0.721057892,0.534950376,0.507269979,0.745883584,0.438534588,0.485716403,0.74049437,0.55796802,0.505119562,0.76861155,0.457942843,0.487444848,0.730051219,0.563796103,0.505850434,0.774962544,0.370605409
23,caminar-atras,0.536665261,0.196780577,0.022436077,0.532133758,0.184595242,-0.05643883,0.524880171,0.184111282,-0.056335572,0.517616272,0.183722913,-0.056262217,0.547601104,0.185064688,-0.039948821,0.553425133,0.185064703,-0.039932169,0.560203552,0.185138464,-0.040123247,0.498033822,0.188355923,-0.292914808,0.56841135,0.190391004,-0.227337897,0.528197408,0.205212265,-0.04591845,0.541664779,0.206619814,-0.026155658,0.409819424,0.255435169,-0.389021903,0.63952446,0.267457843,-0.253079981,0.362885445,0.357471019,-0.394427508,0.672081172,0.371097207,-0.217030525,0.350702822,0.458025992,-0.323314607,0.653047621,0.461738378,-0.113616355,0.344360262,0.485651195,-0.327364892,0.658825517,0.484913707,-0.088427551,0.351921797,0.486121714,-0.318004698,0.649180174,0.479232848,-0.112604894,0.362762928,0.476578176,-0.314800799,0.641617596,0.47076571,-0.119810864,0.455345958,0.46193555,-0.023580814,0.566244125,0.471542269,0.023235731,0.465278417,0.587406456,0.28823933,0.552491307,0.597162127,0.246173128,0.488965929,0.69970578,0.586061954,0.517673731,0.722622275,0.480860233,0.485061258,0.719846666,0.611994267,0.508990109,0.740097046,0.504442394,0.490529776,0.715132177,0.571268559,0.518560946,0.74573189,0.438106537
25,caminar-atras,0.534346402,0.19551757,0.022562321,0.525812149,0.183652565,-0.056272622,0.517548561,0.18323572,-0.056126032,0.509257436,0.182971105,-0.056033716,0.545449317,0.184071168,-0.03577834,0.551568747,0.184015647,-0.035785772,0.558714688,0.184094653,-0.035932023,0.49181056,0.187366948,-0.301416487,0.567377567,0.189873129,-0.219021767,0.522380114,0.204537094,-0.049813528,0.541229546,0.206052512,-0.025065763,0.404010832,0.256789833,-0.427360237,0.635645509,0.267726243,-0.209291965,0.359856457,0.357695311,-0.442634583,0.667176664,0.369764209,-0.208770201,0.353461325,0.4582344,-0.379073858,0.654443145,0.461699635,-0.175400868,0.347784638,0.485827267,-0.389507025,0.66023922,0.484913379,-0.157774076,0.355043769,0.486249954,-0.38063693,0.649425983,0.479447216,-0.18772988,0.365546972,0.476646751,-0.370529264,0.641505599,0.471070647,-0.185595617,0.45377773,0.462504864,-0.078778386,0.56912595,0.470973641,0.078018598,0.46439746,0.581285715,0.286719531,0.56316638,0.584547341,0.41890204,0.49222818,0.694486558,0.444003344,0.530997753,0.694053888,0.591152251,0.492331892,0.71041733,0.455317587,0.524537325,0.70852983,0.607978046,0.498730123,0.718905449,0.401392549,0.525039434,0.724703789,0.548861563
27,caminar-atras,0.526688397,0.197851643,0.054800957,0.517142951,0.185750991,-0.020832885,0.508970737,0.185389146,-0.020732721,0.500577629,0.185195163,-0.020725962,0.537767828,0.185945645,-0.009114101,0.543837726,0.185833678,-0.00906889,0.550257742,0.185874552,-0.00922347,0.486238599,0.18930909,-0.260017723,0.563086987,0.191968784,-0.210389495,0.514115095,0.206895873,-0.013600887,0.534421504,0.208424583,0.000420924,0.401419878,0.256221831,-0.386287332,0.630673289,0.268258721,-0.218434691,0.35491398,0.356948972,-0.369700581,0.66187036,0.36877352,-0.195379689,0.354535639,0.457829177,-0.293262213,0.65210861,0.462301224,-0.106492646,0.350728303,0.483691841,-0.302869171,0.658694088,0.484926641,-0.090201698,0.358425915,0.482850373,-0.302972227,0.646904171,0.479497552,-0.107408434,0.367793739,0.474682897,-0.289668798,0.639125347,0.471738547,-0.110025451,0.453127563,0.46039623,-0.075741157,0.568446636,0.466221452,0.075045727,0.462432891,0.575115502,0.276939541,0.561559975,0.571466088,0.44001621,0.490176678,0.697601378,0.587764978,0.545003593,0.68939501,0.781695545,0.490006626,0.717330337,0.620525241,0.54258877,0.711956859,0.8194682,0.495303899,0.698734224,0.584363163,0.545947671,0.691201508,0.794018745
29,caminar-atras,0.526470065,0.199860334,0.003993141,0.517120004,0.187510252,-0.068778537,0.509100258,0.187201872,-0.068686023,0.500933409,0.187060624,-0.068687163,0.537187874,0.187816933,-0.05543958,0.54279542,0.18774429,-0.055428822,0.548634708,0.187804431,-0.05563724,0.486951649,0.191333607,-0.263837308,0.559046388,0.193901375,-0.222145364,0.513147116,0.209190741,-0.05458007,0.532643378,0.210436761,-0.03642001,0.399138659,0.257272601,-0.369399697,0.623515725,0.266714871,-0.220685959,0.346331686,0.356435478,-0.320021182,0.658030391,0.365977556,-0.204936624,0.361427307,0.446359962,-0.2254861,0.650789976,0.457070887,-0.115036957,0.357688636,0.468851268,-0.229330614,0.658496499,0.481369793,-0.096086979,0.372879297,0.465646058,-0.224975958,0.647462487,0.476860106,-0.110202119,0.379032046,0.458010823,-0.219341964,0.639104664,0.468467414,-0.115893655,0.451968491,0.449804962,-0.075261287,0.5669294,0.452909946,0.074596249,0.461883336,0.559587061,0.230514482,0.555158675,0.554794192,0.382986575,0.490089595,0.688275635,0.532228887,0.550433815,0.675840318,0.665112793,0.490712881,0.709951341,0.570840299,0.553486943,0.698560774,0.695161402,0.489351451,0.688580334,0.531570554,0.547868311,0.682091773,0.658605695
31,caminar-atras,0.522437692,0.206456959,-0.013433116,0.514260054,0.1941562,-0.075945579,0.507382512,0.193587527,-0.075882718,0.500171661,0.193165287,-0.075919025,0.530912459,0.194955096,-0.069688499,0.535267591,0.194992378,-0.069647014,0.539694369,0.195152298,-0.069788262,0.487138301,0.196536988,-0.219717249,0.547896445,0.200225115,-0.214605927,0.511211038,0.21516867,-0.054798819,0.526553988,0.216728285,-0.048620231,0.400726348,0.26071015,-0.295646787,0.61529088,0.268913865,-0.210152596,0.339411616,0.356034338,-0.234231353,0.649980605,0.365841568,-0.182923302,0.380878538,0.429610729,-0.120133787,0.645354092,0.456825584,-0.06016174,0.382000685,0.448587596,-0.110366672,0.651954174,0.481282383,-0.030568989,0.399988264,0.44365707,-0.103950627,0.642190278,0.477249771,-0.036150984,0.402839035,0.437026232,-0.112795211,0.634525299,0.468765765,-0.055398807,0.451954335,0.449251741,-0.073782995,0.550336957,0.453835815,0.073199406,0.461107582,0.565636337,0.179156244,0.54663372,0.561422348,0.365843624,0.49093768,0.685190737,0.41073364,0.543295205,0.675341368,0.628549397,0.492612273,0.708537698,0.434620649,0.548415482,0.696878254,0.652260005,0.47234422,0.69097054,0.412053376,0.538474262,0.677485883,0.607534468
33,caminar-atras,0.519469559,0.214181215,0.039899834,0.51197201,0.202728525,-0.014239135,0.505536675,0.202300414,-0.014210339,0.498703271,0.202041462,-0.014259748,0.527206063,0.20354718,-0.012155088,0.531069815,0.203731358,-0.012048002,0.534976184,0.204026654,-0.012132088,0.485503972,0.206067562,-0.15944843,0.542260587,0.209443703,-0.154073656,0.508777499,0.222605124,0.005753522,0.522955716,0.22415942,0.00738433,0.400778383,0.267822802,-0.244606838,0.608350694,0.274919093,-0.156794354,0.338256329,0.355676174,-0.156811252,0.63654983,0.367282808,-0.139464751,0.39686498,0.418207556,-0.010541958,0.640279055,0.455263257,-0.051985804,0.398833007,0.43503809,0.003322587,0.646702051,0.480954707,-0.024549928,0.414844871,0.430686057,0.010032415,0.635539293,0.47713244,-0.03410003,0.417384535,0.425445944,-0.00230001,0.627646923,0.468485206,-0.04955291,0.453514487,0.44954294,-0.073156819,0.54700911,0.454156101,0.07262215,0.462729901,0.568237841,0.175293505,0.546346724,0.56068325,0.354846835,0.49054265,0.680197418,0.407281786,0.538617313,0.672113776,0.617323577,0.491341203,0.706858397,0.430078655,0.542279959,0.69069773,0.637721002,0.474903822,0.6837129,0.404891074,0.532416821,0.670939445,0.598397672
35,caminar-atras,0.510003567,0.22373718,0.174112946,0.502060592,0.212464288,0.112438388,0.495261014,0.211953938,0.112442292,0.488328546,0.211545229,0.112342529,0.518992901,0.213151589,0.114873953,0.523956776,0.213173091,0.115046024,0.528784633,0.213323638,0.114897437,0.476821095,0.215686232,-0.083089709,0.538809359,0.218679354,-0.072631426,0.498995245,0.231555685,0.120296381,0.51489985,0.233167097,0.123317778,0.399031043,0.274776429,-0.182559341,0.601459086,0.281695455,-0.127451897,0.339882374,0.3564592,-0.132400826,0.627556205,0.37407738,-0.134304374,0.404420525,0.415361732,-0.045736346,0.640159309,0.456135839,-0.087494269,0.407073021,0.430037528,-0.040155988,0.641672492,0.481392562,-0.078805074,0.421921581,0.426732481,-0.044919252,0.630842507,0.478876114,-0.072566576,0.424427837,0.420967579,-0.043819461,0.624055266,0.470775276,-0.080516614,0.453424156,0.451834798,-0.058977958,0.547201753,0.457976162,0.058552045,0.462184221,0.566504717,0.139661387,0.544897377,0.56202513,0.324743867,0.489431202,0.677969873,0.325219095,0.52797699,0.669396162,0.574223697,0.486286312,0.698968649,0.342647821,0.533546209,0.692944407,0.598563433,0.483272642,0.682570636,0.308344275,0.531183124,0.667747796,0.583930254
37,caminar-atras,0.51068604,0.232337877,0.152876616,0.503277898,0.221709147,0.098122008,0.496660084,0.221209601,0.098096333,0.489831835,0.220797077,0.097994365,0.519518852,0.22242865,0.098016188,0.524102032,0.222486168,0.098190226,0.528650284,0.222644642,0.098098218,0.478421926,0.224588737,-0.067779034,0.53847003,0.227282047,-0.068490192,0.500067353,0.239814445,0.108903386,0.515285432,0.241352528,0.109089531,0.401122183,0.281757832,-0.139768064,0.600345969,0.290655047,-0.126674905,0.343085676,0.360445976,-0.084842131,0.620025277,0.379659653,-0.131296292,0.41234687,0.417543352,0.014712351,0.630147696,0.457365811,-0.087975778,0.412877649,0.432026893,0.020653781,0.630837023,0.481820911,-0.08268442,0.427582204,0.429064959,0.016830483,0.622918904,0.479956031,-0.07681445,0.430946738,0.422964752,0.017311886,0.616796076,0.47155562,-0.083849475,0.454520851,0.453885645,-0.024895072,0.544542611,0.460285872,0.024587087,0.463043481,0.562889218,0.136473939,0.531808197,0.564890981,0.268704832,0.489058763,0.673600793,0.297511071,0.514459372,0.667086959,0.489981353,0.480828971,0.692735076,0.311568201,0.509732246,0.692919731,0.513634682,0.489458323,0.677194953,0.273997426,0.52984935,0.673939466,0.496033788
39,caminar-atras,0.511287153,0.242100552,0.111559756,0.504110575,0.232208386,0.055261672,0.497398555,0.231526107,0.055249985,0.490350336,0.230902106,0.055168435,0.520230472,0.233139277,0.05921258,0.5246979,0.233220831,0.059360228,0.529243827,0.23337464,0.059273444,0.478545874,0.23405008,-0.114132576,0.538959563,0.237185016,-0.095692709,0.500831842,0.248897403,0.066617481,0.51589179,0.250455528,0.071931481,0.407568634,0.285634816,-0.186732218,0.600359797,0.297416329,-0.139029145,0.345119715,0.363977075,-0.14324896,0.617354214,0.385093957,-0.135217607,0.407280147,0.422096401,-0.061252035,0.625611782,0.460739166,-0.088874616,0.409073681,0.438202322,-0.058955852,0.625670195,0.484949648,-0.082897656,0.422420174,0.435582906,-0.061731175,0.618171096,0.484459937,-0.078766264,0.42586717,0.429824382,-0.058937039,0.611792743,0.475887835,-0.086515836,0.45451653,0.454131186,-0.030821005,0.541786194,0.460626453,0.030358382,0.462812662,0.56199187,0.152475312,0.527095795,0.560478806,0.28313446,0.486165076,0.672884524,0.357757717,0.510153472,0.655856133,0.495550543,0.478319645,0.691800117,0.375338078,0.510547221,0.679376841,0.530216098,0.489767164,0.680366874,0.312506109,0.52587986,0.660503328,0.542238355
41,caminar-atras,0.511377096,0.242294163,0.144404426,0.504416525,0.232266188,0.083843261,0.497899443,0.231709778,0.083864473,0.49122569,0.231258303,0.083820485,0.520492673,0.233178049,0.089275919,0.5249722,0.233266518,0.089395925,0.529410899,0.233452186,0.089268617,0.479879647,0.235090688,-0.113384522,0.539024055,0.238019302,-0.089696094,0.501872182,0.249119312,0.087712027,0.516430676,0.251006752,0.09429571,0.41246146,0.287659168,-0.208364427,0.600766063,0.299732238,-0.138086215,0.353697449,0.366212189,-0.178102374,0.617483497,0.385668546,-0.137542427,0.404523998,0.424343616,-0.066206768,0.625662923,0.4616099,-0.105096146,0.406869024,0.438780576,-0.085291803,0.625856578,0.485996902,-0.099392608,0.418289542,0.436384976,-0.095559575,0.618242025,0.485625088,-0.106783301,0.4222579,0.430522382,-0.07371445,0.611986935,0.477230132,-0.106031217,0.454181641,0.454152495,-0.043551013,0.541588247,0.460408658,0.043005135,0.460481465,0.555100799,0.14065589,0.524689496,0.554977477,0.316910982,0.482678622,0.669258356,0.340678543,0.505900264,0.650071561,0.575540781,0.478140265,0.686429799,0.359411985,0.503578186,0.665037811,0.60473901,0.487567097,0.684161782,0.310834289,0.520271122,0.655799747,0.580375969
43,caminar-atras,0.515513778,0.240496054,0.116327219,0.509090662,0.23127088,0.054062475,0.502406657,0.230910033,0.054066148,0.495543301,0.230696395,0.053973783,0.525159419,0.231948286,0.059353452,0.530083001,0.232047975,0.059511296,0.534935534,0.232238829,0.05936427,0.483865917,0.234832555,-0.135665551,0.542571783,0.237529263,-0.108625993,0.506248891,0.247618884,0.081416659,0.521502793,0.24942182,0.090854354,0.417566478,0.287288159,-0.217187211,0.60147506,0.299683988,-0.177663088,0.381144047,0.367110461,-0.235034928,0.618221998,0.383948445,-0.206865907,0.402584255,0.428716809,-0.213423461,0.625166535,0.461678803,-0.220178351,0.406416267,0.443943292,-0.225633323,0.625840127,0.485884279,-0.223331124,0.417114675,0.442400932,-0.231302887,0.618232071,0.485482126,-0.233175755,0.42207256,0.437113196,-0.214874625,0.612072766,0.477041841,-0.223747805,0.455691189,0.45227176,-0.040867124,0.545178294,0.457772255,0.040188052,0.457966536,0.544352114,0.299674928,0.525502026,0.54969418,0.395967185,0.481746942,0.642669141,0.382457882,0.502321243,0.637265027,0.557356715,0.479050428,0.654450417,0.374967933,0.498269945,0.647518873,0.571890354,0.485832721,0.680285394,0.311783284,0.502163649,0.660975337,0.525554121
45,caminar-atras,0.521228611,0.24464038,-0.165110558,0.518805325,0.234932199,-0.197277367,0.5156551,0.234523028,-0.19733642,0.512521148,0.234287083,-0.197357938,0.52749002,0.235490367,-0.196300104,0.530846596,0.235482603,-0.196330681,0.534981847,0.235618517,-0.196515083,0.504905701,0.237172395,-0.257358581,0.541410863,0.239809886,-0.25579235,0.517003655,0.25089708,-0.174028412,0.523238242,0.2520307,-0.173412368,0.437021613,0.289056808,-0.240397453,0.559182703,0.296909124,-0.238600954,0.417093366,0.372287542,-0.264224768,0.534283221,0.38704589,-0.268072486,0.409839511,0.438866705,-0.316698462,0.5367257,0.457747966,-0.367096037,0.406044811,0.458093435,-0.348509908,0.606538951,0.483001441,-0.394701809,0.415302247,0.455158442,-0.361109823,0.537512124,0.476680011,-0.43021521,0.421898365,0.448009849,-0.322140008,0.531784534,0.469659358,-0.383804113,0.482413858,0.452366889,-0.009738289,0.529156744,0.456705898,0.009654418,0.480352044,0.541895568,0.297007233,0.50476712,0.546157181,0.277523309,0.482400745,0.625115693,0.498766363,0.493868172,0.624839902,0.498279989,0.479668498,0.636009514,0.509459913,0.49136889,0.634379327,0.517357051,0.486160457,0.65379256,0.383818299,0.502989352,0.651581883,0.404566765
47,caminar-atras,0.521579862,0.250161737,-0.511299431,0.522080719,0.240663901,-0.510826051,0.52185899,0.24025479,-0.510812938,0.522154748,0.24004887,-0.51086235,0.526736379,0.241172403,-0.509231925,0.528035939,0.241183549,-0.509290934,0.529225469,0.241444364,-0.509466052,0.521295846,0.242314681,-0.396807641,0.530901194,0.244910717,-0.394093901,0.520885468,0.255968124,-0.457836568,0.522446156,0.256658614,-0.457402766,0.575107396,0.297781676,-0.304106593,0.449318975,0.294883102,-0.253821909,0.613268733,0.375674158,-0.2566818,0.413455099,0.374370635,-0.229429379,0.567784607,0.449219972,-0.358731359,0.406673253,0.441083044,-0.319377542,0.605086803,0.459220082,-0.402599603,0.40052253,0.465967208,-0.353575677,0.589668989,0.457862675,-0.439603329,0.412839442,0.462732017,-0.405549467,0.575363517,0.449352384,-0.373953581,0.427881539,0.45087418,-0.341158658,0.515101016,0.447613269,-0.018119784,0.504624069,0.448549628,0.01795863,0.4872953,0.533865571,0.233992517,0.505652189,0.537668407,0.236714706,0.479051203,0.617512941,0.488389581,0.489953667,0.621340334,0.509680033,0.473680586,0.632124007,0.508663118,0.48743099,0.633618116,0.53237623,0.475698501,0.636366069,0.385029703,0.49277395,0.636390924,0.413847715
49,caminar-atras,0.521791756,0.254757017,-0.265324175,0.52189219,0.245086253,-0.291205436,0.52089268,0.244529471,-0.291189194,0.519868374,0.244122401,-0.291236699,0.526665211,0.245656759,-0.287551403,0.527883589,0.245545,-0.287593722,0.529131532,0.245630279,-0.287800729,0.516613066,0.245771959,-0.302527934,0.531492472,0.24843435,-0.290746242,0.520789444,0.260525376,-0.255034208,0.522446156,0.261544198,-0.251972347,0.569553673,0.29426381,-0.291577905,0.513318479,0.298646092,-0.19214353,0.546114445,0.377802253,-0.259080559,0.427129775,0.37192896,-0.182111457,0.523124933,0.447282732,-0.310758352,0.41097948,0.435085297,-0.29612118,0.523185313,0.46427694,-0.341978163,0.405286521,0.460054487,-0.318387449,0.518190444,0.46086207,-0.358798236,0.419340193,0.454170734,-0.362108409,0.518483818,0.449311793,-0.316353023,0.429597318,0.445971102,-0.316237122,0.504083395,0.447666973,-0.019131094,0.513951302,0.450343519,0.019462178,0.482533932,0.531135857,0.199649528,0.503240764,0.535228729,0.240139827,0.475184172,0.615581393,0.479851156,0.486882031,0.621858954,0.479289025,0.47177428,0.632513404,0.49737522,0.487220496,0.637534916,0.498954833,0.454392552,0.630576253,0.364756584,0.478996903,0.641387045,0.394859731
51,caminar-atras,0.521632731,0.261505634,-0.465946853,0.522035837,0.252151638,-0.463058144,0.522041678,0.251548797,-0.463000387,0.52248776,0.251130193,-0.463047862,0.52400732,0.252622664,-0.464880288,0.523536921,0.252377331,-0.464900851,0.522991359,0.252377033,-0.465131938,0.523157597,0.251956373,-0.332707793,0.523854733,0.253915161,-0.34497872,0.521534562,0.266793698,-0.404807121,0.520575941,0.267461509,-0.4093934,0.55768317,0.300012439,-0.261972308,0.454149246,0.298248798,-0.192255855,0.619309783,0.375638217,-0.187314481,0.410303801,0.371037692,-0.139399886,0.56122601,0.445810586,-0.276232302,0.433411926,0.432741851,-0.258691996,0.558595896,0.46337375,-0.306699485,0.392322212,0.456289083,-0.28074342,0.551621795,0.460602105,-0.337315381,0.413216174,0.450940937,-0.329588056,0.549971759,0.452218652,-0.285962969,0.422327697,0.443430901,-0.276987374,0.506156564,0.447532952,-0.021482399,0.508184731,0.449651599,0.02153717,0.480236918,0.532882929,0.177042931,0.502959192,0.535913408,0.213524282,0.471102268,0.61750406,0.430967391,0.486681104,0.622247636,0.440825105,0.46766907,0.6341784,0.449612767,0.487503439,0.637972474,0.458281487,0.458569646,0.629330277,0.329628944,0.482262224,0.635495543,0.338655859
53,caminar-atras,0.520502985,0.26199159,0.014096376,0.518826604,0.252646744,-0.038719054,0.51647526,0.25206998,-0.038717691,0.513692081,0.251610458,-0.038651213,0.524026632,0.253266722,-0.033405233,0.523821235,0.253180474,-0.03339503,0.523250043,0.25325051,-0.033554792,0.509392738,0.253392339,-0.175236598,0.526209235,0.256232113,-0.156072482,0.51760149,0.267493814,-0.020827299,0.520599186,0.268772811,-0.014917082,0.459644794,0.297607213,-0.250166833,0.571753919,0.307823479,-0.134768993,0.427024961,0.374734521,-0.240430877,0.610914409,0.371203423,-0.003028392,0.419624686,0.444978088,-0.190374315,0.571130097,0.414810121,0.215041548,0.412489682,0.462741315,-0.198181376,0.553748548,0.425382674,0.258604258,0.420835495,0.460263789,-0.182527632,0.536566615,0.420699656,0.235180765,0.431285441,0.452487588,-0.181012675,0.533441007,0.416373521,0.212262824,0.483318061,0.447130114,-0.016861411,0.537995815,0.450474203,0.01658017,0.46684292,0.52984637,0.306808501,0.517968118,0.538504362,0.235845953,0.456184864,0.614194572,0.600850463,0.48749271,0.626171291,0.473915428,0.446589112,0.63091749,0.632175446,0.488893688,0.641662776,0.49249351,0.450908542,0.612221301,0.621949077,0.483402729,0.632574022,0.449515641
